,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
1885,lsmdc3004_500_DAYS_OF_SUMMER-1344,14864,They walk through an Ikea store holding hands. They,"hobby of breeding birds , this hobby is very pleasant [MASK] me and also for many people , especially when you","hobby of breeding birds , this hobby is very pleasant ",gen,"to me and also for many people , especially when you","of me and also for many people , especially when you","for me and also for many people , especially when you","in me and also for many people , especially when you",2
1886,lsmdc3004_500_DAYS_OF_SUMMER-1344,14864,They walk through an Ikea store holding hands. They,"i 've started this hobby [MASK] 2007 , and since then i have tried to have",i 've started this hobby ,gold,"to 2007 , and since then i have tried to have","of 2007 , and since then i have tried to have","in 2007 , and since then i have tried to have","for 2007 , and since then i have tried to have",2
1887,anetv_CtA4VynDEkI,13073,A young boy climbs back and forth on the monkey bars. Another child then,furtheremore during my studies at university i have worked [MASK] 2 projects based on sports activities for children aged 7,furtheremore during my studies at university i have worked ,gold,on 2 projects based on sports activities for children aged 7,in 2 projects based on sports activities for children aged 7,of 2 projects based on sports activities for children aged 7,to 2 projects based on sports activities for children aged 7,0
1888,anetv_CtA4VynDEkI,13072,A bunch of young children are shown playing in a park playground. A young boy,"i would strongly recommend this [MASK] the nap time to allow them to relax , otherwise",i would strongly recommend this ,gold,"in the nap time to allow them to relax , otherwise","to the nap time to allow them to relax , otherwise","of the nap time to allow them to relax , otherwise","during the nap time to allow them to relax , otherwise",3
1889,lsmdc0007_DIE_NACHT_DES_JAEGERS-49531,4611,"They are lurid, tawdry fan and pin - up magazines. Someone",advice and try to enjoy the rest of the time [MASK] the city .,advice and try to enjoy the rest of the time ,gen,to the city .,in the city .,for the city .,of the city .,1
1890,lsmdc0007_DIE_NACHT_DES_JAEGERS-49531,4612,She looks up at him admiringly; then to loafers; back to. Someone,to write about a short story that i have read [MASK] the book : and all for love .,to write about a short story that i have read ,gen,of the book : and all for love .,for the book : and all for love .,in the book : and all for love .,to the book : and all for love .,2
1891,lsmdc0007_DIE_NACHT_DES_JAEGERS-49531,4611,"They are lurid, tawdry fan and pin - up magazines. Someone",arthur went to london [MASK] an appointment for a job interview .,arthur went to london ,gen,in an appointment for a job interview .,of an appointment for a job interview .,for an appointment for a job interview .,to an appointment for a job interview .,2
1892,lsmdc0007_DIE_NACHT_DES_JAEGERS-49531,4611,"They are lurid, tawdry fan and pin - up magazines. Someone",movie could turn a bit tedious because the director focused [MASK] every single feeling of the trapped men and their families,movie could turn a bit tedious because the director focused ,gold,to every single feeling of the trapped men and their families,of every single feeling of the trapped men and their families,in every single feeling of the trapped men and their families,on every single feeling of the trapped men and their families,3
1893,lsmdc0007_DIE_NACHT_DES_JAEGERS-49531,4612,She looks up at him admiringly; then to loafers; back to. Someone,they were people from chile and bolivia that were involve [MASK] the real accident .,they were people from chile and bolivia that were involve ,gen,to the real accident .,in the real accident .,for the real accident .,of the real accident .,1
1894,lsmdc0007_DIE_NACHT_DES_JAEGERS-49531,4610,"He gets up and starts towards someone, who catches his eye. She",made an excellent work acting as a desperate leader committed [MASK] the local people .,made an excellent work acting as a desperate leader committed ,gen,for the local people .,to the local people .,of the local people .,in the local people .,1
1895,lsmdc3018_CINDERELLA_MAN-8043,14092,"Back in the ring, someone adjusts his gloves as he looks at us. Now someone",miss this film if you want to know the truth [MASK] the recent miracle called  the chilean miners  .,miss this film if you want to know the truth ,gen,in the recent miracle called  the chilean miners  .,of the recent miracle called  the chilean miners  .,to the recent miracle called  the chilean miners  .,about the recent miracle called  the chilean miners  .,3
1896,lsmdc3018_CINDERELLA_MAN-8043,14087,Someone shifts his jaw as the giant slugger nails his opponent with a series of hooks. A quick color drained flash,on our health especially we can feel tired or exhausted [MASK] the end of hard day .,on our health especially we can feel tired or exhausted ,gold,at the end of hard day .,in the end of hard day .,to the end of hard day .,of the end of hard day .,0
1897,lsmdc3018_CINDERELLA_MAN-8043,14081,Someone knocks his opponent down. The fighter's corner men,"internet has been developed a lot [MASK] the last years , and we can use easily for",internet has been developed a lot ,gold,"to the last years , and we can use easily for","over the last years , and we can use easily for","in the last years , and we can use easily for","of the last years , and we can use easily for",1
1898,lsmdc3018_CINDERELLA_MAN-8043,14077,Someone starts a film projector. He,", to have more fun with friends whom we now [MASK] our summer holidays abroad .",", to have more fun with friends whom we now ",gen,in our summer holidays abroad .,to our summer holidays abroad .,on our summer holidays abroad .,of our summer holidays abroad .,2
1899,lsmdc3018_CINDERELLA_MAN-8043,14076,"Furrowing his brow, someone trades look with his fighter. Scowling, someone's manager",it is extremely important to teach and to study them [MASK] kindergarten age .,it is extremely important to teach and to study them ,gold,to kindergarten age .,in kindergarten age .,of kindergarten age .,from kindergarten age .,3
